A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,313,313,470
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,104,104,201
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,437,437,639
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,123,123,168
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,495,495,823
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,32,32,61
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,236,236,333
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,341,341,565
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,857,857,1142
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,61,61,111
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,317,317,416
