A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,403,403,762
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,366,366,780
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,323,323,765
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,185,185,580
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,560,560,1050
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,727,727,1189
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,685,685,1082
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,91,91,221
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,195,195,393
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,245,245,465
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,247,247,407
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,240,240,527
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,255,255,518
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,265,265,506
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,59,59,118
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,47,47,103
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,71,71,169
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,205,205,571
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,54,54,171
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,182,182,559
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,97,97,227
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,90,90,179
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,223,223,414
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,212,212,469
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,193,193,447
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,131,131,225
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,91,91,177
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,43,43,177
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,25,25,58
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,29,29,58
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,369,369,902
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,381,381,914
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,374,374,928
