A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,44,44,72
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,29,29,56
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,447,447,1026
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,367,367,953
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,69,69,124
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,520,520,929
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,24,24,59
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,483,483,1055
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,30,30,60
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,25,25,64
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,653,653,1536
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,885,885,1730
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,36,36,111
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,24,24,62
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,13,13,56
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,104,104,300
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,162,162,353
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,132,132,332
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,383,383,588
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,345,345,661
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,639,639,1398
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,325,325,602
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,80,80,272
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,91,91,301
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,419,419,766
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,375,375,786
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,199,199,382
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,67,67,130
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,25,25,55
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,29,29,57
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,46,46,120
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1103,1103,2010
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,207,207,361
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,129,129,382
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,238,238,459
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,13,13,45
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,26,26,53
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,543,543,1353
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,454,454,1231
