A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,23,23,62
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,36,36,110
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,52,52,124
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,580,580,1062
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,505,505,1061
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,469,469,1037
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1041,1041,2018
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1032,1032,2050
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1157,1157,1961
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,42,42,110
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,24,24,61
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,37,37,124
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,151,151,377
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,222,222,402
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,430,430,605
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,403,403,668
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,383,383,635
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,150,150,310
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,107,107,294
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,108,108,308
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,403,403,883
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,351,351,884
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,376,376,853
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,30,30,62
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,25,25,60
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,41,41,62
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,82,82,184
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,217,217,402
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,214,214,389
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,163,163,376
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,139,139,371
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,87,87,178
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,85,85,184
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,671,671,1271
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,699,699,1324
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,653,653,1292
