A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,29,29,59
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,331,331,757
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,114,114,305
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,124,124,281
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,137,137,358
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,115,115,384
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,30,30,56
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,36,36,57
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,260,260,582
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,245,245,622
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,409,409,754
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,352,352,797
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,67,67,160
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,63,63,176
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,75,75,243
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,98,98,229
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,240,240,430
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,91,91,370
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,192,192,458
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,485,485,1129
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,517,517,1050
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,228,228,626
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,62,62,230
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,143,143,286
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,117,117,197
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,668,668,1141
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,233,233,424
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,179,179,437
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,674,674,1138
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,691,691,1092
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,200,200,393
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,215,215,414
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,547,547,1111
