A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,86,86,198
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,104,104,173
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,495,495,866
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,459,459,760
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,37,37,62
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,31,31,58
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,168,167,203
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,28,27,57
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,532,530,889
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,36,36,86
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,79,79,115
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,677,677,1040
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,750,750,1130
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,276,276,538
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,318,318,650
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,37,37,61
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,42,42,57
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,36,36,57
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,239,239,403
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,180,178,289
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,168,167,420
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,214,214,382
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,154,154,272
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,378,378,575
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,320,320,611
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,569,569,1271
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,295,294,558
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,534,533,632
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,133,133,329
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,156,156,364
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,201,201,547
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,249,249,605
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,32,32,113
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,23,23,124
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,667,662,1073
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,171,171,258
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,229,229,418
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,243,243,512
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,91,91,197
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,78,78,204
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,544,544,1297
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,531,531,1221
