A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,75,75,191
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,79,79,168
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,375,375,897
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,313,313,782
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,17,17,62
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,22,22,56
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,103,103,217
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,114,114,202
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,457,457,914
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,49,49,62
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,64,64,109
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,624,624,1187
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,652,652,1285
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,89,89,201
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,111,111,233
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,47,47,122
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,48,48,112
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,38,38,60
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,234,234,399
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,268,268,442
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,124,124,362
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,132,132,356
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,189,189,404
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,302,302,517
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,317,317,570
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,519,519,1374
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,102,102,174
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,345,345,676
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,101,101,312
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,92,92,344
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,211,211,491
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,212,212,532
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,21,21,54
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,29,29,62
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,742,742,1231
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,223,223,477
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,95,95,295
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,235,235,593
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,36,36,106
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,48,48,124
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,438,438,1368
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,385,385,1156
