A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,358,358,991
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,138,138,361
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,127,127,291
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,219,219,369
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,213,213,387
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,341,341,728
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,275,275,702
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,479,479,993
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,405,405,1017
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,42,42,59
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,31,31,56
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,101,101,222
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,80,80,229
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,151,151,289
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,109,109,284
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,217,217,414
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,144,144,379
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,235,235,481
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,498,498,1136
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,619,619,1092
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,219,219,696
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,106,106,287
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,149,149,340
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,64,64,219
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,761,761,1369
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,334,334,539
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,330,330,514
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,29,29,59
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,832,832,1409
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,852,852,1239
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,246,246,400
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,223,223,418
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,554,554,1099
