A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,44,44,135
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,35,35,112
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,234,234,1051
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,238,238,948
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,9,9,62
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,12,12,56
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,57,57,154
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,13,13,62
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,441,441,994
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,49,49,122
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,450,450,1472
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,504,504,1643
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,2,2,13
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,8,8,17
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,12,12,62
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,12,12,56
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,13,13,62
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,288,288,525
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,60,60,300
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,94,94,329
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,131,131,439
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,151,151,491
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,175,175,538
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,504,504,1137
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,174,174,553
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,70,70,265
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,57,57,286
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,159,159,495
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,153,153,548
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,104,104,363
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,787,787,1621
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,157,157,490
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,80,80,362
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,223,223,603
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,16,16,52
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,24,24,62
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,271,271,1165
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,255,255,939
