A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,64,64,167
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,84,84,162
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,69,69,170
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,367,367,1073
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,412,412,1067
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,467,467,1010
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,18,18,64
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,12,12,72
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,27,27,70
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,690,690,1765
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,744,744,1697
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,742,742,1761
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,100,100,236
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,32,32,58
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,709,709,1635
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,145,145,377
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,251,251,616
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,253,253,578
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,241,241,667
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,171,171,392
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,254,254,574
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,307,307,584
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,335,335,556
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,50,50,292
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,100,100,280
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,71,71,294
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,189,189,614
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,217,217,594
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,27,27,60
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,84,84,240
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,137,137,386
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,94,94,211
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,33,33,57
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,9,9,55
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,200,200,561
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,18,18,51
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,20,20,60
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,597,597,1554
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,654,654,1611
