A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,437,437,987
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,495,495,970
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,472,472,895
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,778,778,1297
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,859,859,1412
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,90,90,203
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,202,202,357
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,823,823,1429
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,187,187,380
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,186,186,371
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,239,239,480
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,249,249,432
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,246,246,507
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,187,187,383
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,286,286,471
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,273,273,452
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,213,213,405
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,114,114,250
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,155,155,281
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,146,146,277
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,315,315,705
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,310,310,678
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,200,200,362
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,90,90,212
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,36,36,56
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,36,36,59
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,45,45,60
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,71,71,189
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,173,173,352
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,339,339,703
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,616,616,1145
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,533,533,1105
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,570,570,1125
