A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,71,71,115
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,58,58,108
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,446,446,1067
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,416,416,997
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,98,98,171
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,558,558,876
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,54,54,102
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,601,601,960
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,34,34,60
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,39,39,84
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,750,750,1548
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,847,847,1731
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,27,27,53
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,25,25,59
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,18,18,56
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,128,128,304
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,176,176,365
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,149,149,404
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,345,345,669
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,331,331,715
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,800,800,1450
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,440,440,758
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,101,101,280
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,82,82,294
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,495,495,835
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,363,363,879
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,222,222,391
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,8,8,10
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,13,13,56
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,14,14,61
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,34,34,58
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1134,1134,1615
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,203,203,424
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,153,153,384
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,315,315,426
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,29,29,56
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,26,26,56
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,563,563,1377
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,572,572,1329
