A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,95,95,186
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,101,101,176
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,85,85,184
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,599,599,1039
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,650,650,1072
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,640,640,1048
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1217,1217,1775
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1213,1213,1780
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1276,1276,1757
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,53,53,124
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,62,62,116
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,36,36,61
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,339,339,469
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,307,307,457
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,334,334,480
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,188,188,384
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,468,468,848
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,446,446,849
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,449,449,772
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,75,75,299
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,105,105,292
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,72,72,293
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,492,492,846
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,467,467,828
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,38,38,62
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,88,88,183
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,29,29,62
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,33,33,56
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,39,39,62
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,168,168,376
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,180,180,373
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,37,37,55
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,484,484,887
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1013,1013,1592
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,881,881,1465
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,910,910,1546
