A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,32,32,120
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,235,235,1092
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,56,56,124
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,50,50,119
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,5,5,60
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,176,176,524
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,144,144,557
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,24,24,102
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,23,23,112
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,250,250,1093
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,309,309,1172
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,24,24,119
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,33,33,132
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,8,8,62
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,13,13,60
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,74,74,256
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,48,48,246
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,145,145,484
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,104,104,437
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,156,156,511
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,347,347,1309
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,317,317,1240
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,113,113,540
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,49,49,236
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,1,1,3
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,29,29,128
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,429,429,1650
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,1,1,9
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,113,113,343
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,183,183,523
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,243,243,548
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,106,106,399
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,502,502,1723
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,465,465,1552
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,338,338,1203
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,123,123,467
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,155,155,495
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,21,21,108
