A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,67,67,177
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,36,36,171
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,38,38,176
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,408,408,1049
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,402,402,1092
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,367,367,1000
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,17,17,60
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,13,13,62
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,802,802,1658
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,743,743,1672
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,874,874,1715
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,49,49,119
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,25,25,62
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,44,44,124
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,217,217,517
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,192,192,387
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,194,194,453
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,287,287,659
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,288,288,724
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,275,275,644
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,85,85,298
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,76,76,292
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,75,75,300
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,463,463,896
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,317,317,838
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,377,377,812
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,22,22,58
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,24,24,59
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,4,4,9
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,206,206,491
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,149,149,388
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,143,143,378
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,6,6,9
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,4,4,8
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,30,30,111
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,40,40,113
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,31,31,111
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,622,622,1440
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,608,608,1494
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,611,611,1407
