A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,529,529,1044
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,581,581,1030
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,492,492,1026
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,369,369,887
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1053,1053,1953
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1213,1213,1937
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,66,66,180
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,91,91,184
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,194,194,397
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,249,249,403
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,468,468,665
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,323,323,665
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,303,303,640
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,104,104,310
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,79,79,300
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,83,83,310
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,460,460,870
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,89,89,180
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,364,364,852
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1194,1194,1957
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,41,41,60
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,31,31,60
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,26,26,60
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,111,111,181
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,274,274,425
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,211,211,386
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,143,143,398
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,162,162,386
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,72,72,183
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,101,101,182
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,651,651,1260
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,660,660,1357
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,665,665,1291
