A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,20,20,24
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,15,15,25
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,23,23,25
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,321,321,717
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,377,377,796
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,288,288,729
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,239,239,594
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,555,555,1128
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,571,571,1149
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,687,687,1138
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,64,64,164
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,164,164,300
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,217,217,406
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,232,232,422
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,256,256,474
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,176,176,401
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,105,105,170
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,82,82,175
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,112,112,180
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,304,304,615
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,127,127,214
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,225,225,581
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,87,87,178
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,168,168,225
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,234,234,424
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,183,183,405
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,120,120,304
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,115,115,287
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,59,59,105
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,101,101,225
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,492,492,954
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,505,505,1070
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,523,523,993
