A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,392,392,712
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,380,380,798
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,314,314,780
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,138,138,581
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,630,630,1052
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,705,705,1152
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,799,799,1103
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,93,93,168
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,131,131,354
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,281,281,409
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,214,214,441
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,231,231,461
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,192,192,453
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,44,44,119
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,37,37,109
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,40,40,115
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,160,160,564
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,85,85,247
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,134,134,537
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,104,104,172
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,102,102,202
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,244,244,404
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,194,194,392
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,184,184,464
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,151,151,440
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,110,110,175
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,139,139,272
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,32,32,55
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,97,97,214
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,73,73,199
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,466,466,873
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,495,495,904
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,511,511,890
