A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,378,378,722
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,323,323,616
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,233,233,561
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,65,65,172
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,374,374,703
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,136,136,229
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,661,661,967
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,637,637,1053
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,76,76,171
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,80,80,171
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,105,105,169
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,104,104,147
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,59,59,109
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,132,132,315
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,246,246,350
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,187,187,394
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,268,268,437
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,473,473,880
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,250,250,424
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,44,44,105
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,151,151,485
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,157,157,557
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,170,170,415
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,89,89,169
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,676,676,1030
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,125,125,341
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,296,296,455
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,250,250,396
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,30,30,56
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,39,39,58
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,46,46,116
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,476,476,887
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,425,425,794
