A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,43,43,178
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,245,245,862
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,63,63,186
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,65,65,178
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,8,8,60
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,214,214,550
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,167,167,552
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,9,9,57
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,11,11,62
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,335,335,896
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,250,250,924
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,25,25,60
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,21,21,62
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,36,36,141
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,57,57,302
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,13,13,62
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,9,9,60
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,70,70,406
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,74,74,328
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,185,185,497
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,104,104,288
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,194,194,530
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,449,449,1564
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,428,428,1358
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,152,152,530
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,48,48,299
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,24,24,60
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,80,80,283
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,543,543,1311
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,20,20,61
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,15,15,57
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,117,117,284
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,234,234,592
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,222,222,583
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,123,123,296
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,27,27,60
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,498,498,1364
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,581,581,1251
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,467,467,1533
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,201,201,471
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,173,173,510
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,10,10,56
