A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,29,29,60
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,24,24,48
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,357,357,771
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,319,319,709
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,38,38,57
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,335,335,619
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,389,389,793
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,32,32,58
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,80,80,178
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,580,580,929
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,675,675,1052
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,78,78,241
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,85,85,166
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,80,80,152
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,87,87,232
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,166,166,344
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,193,193,370
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,209,209,437
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,212,212,475
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,537,537,1019
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,170,170,392
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,57,57,211
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,69,69,228
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,208,208,539
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,262,262,539
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,169,169,370
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,152,152,310
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,131,131,292
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,692,692,1124
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,209,209,407
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,199,199,373
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,256,256,404
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,541,541,1030
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,468,468,820
