A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,32,32,124
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,23,23,120
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,21,21,124
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,288,288,1035
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,235,235,1049
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,222,222,1016
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,6,6,60
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,8,8,62
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,11,11,62
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,407,407,1449
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,497,497,1561
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,445,445,1639
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,17,17,60
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,10,10,62
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,170,170,486
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,90,90,363
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,135,135,477
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,147,147,547
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,140,140,537
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,139,139,520
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,61,61,305
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,30,30,283
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,36,36,303
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,164,164,544
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,131,131,549
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,123,123,528
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,26,26,123
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,5,5,19
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,133,133,470
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,75,75,359
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,67,67,354
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,4,4,10
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,2,2,10
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,18,18,62
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,6,6,61
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,10,10,61
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,215,215,1047
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,258,258,968
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,200,200,1126
