A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,32,32,120
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,332,332,839
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,51,51,124
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,58,58,169
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,5,5,53
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,255,255,535
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,361,361,642
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,290,290,958
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,380,380,976
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,29,29,61
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,14,14,60
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,70,70,185
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,7,7,62
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,7,7,60
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,48,48,275
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,56,56,286
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,221,221,433
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,58,58,322
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,196,196,516
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,602,602,863
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,507,507,849
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,223,223,575
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,54,54,237
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,83,83,381
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,2,2,4
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,67,67,130
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,666,666,1249
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,4,4,9
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,85,85,370
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,250,250,510
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,241,241,542
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,23,23,50
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,952,952,1547
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,612,612,1297
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,470,470,914
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,204,204,409
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,284,284,471
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,17,17,42
