A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,61.5,1,62
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,107.5,5,110
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,121.5,5,124
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,980.0,164,1062
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,989.5,143,1061
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,950.0,174,1037
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1859.0,318,2018
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1921.0,258,2050
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1816.0,290,1961
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,101.0,18,110
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,53.0,16,61
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,116.0,16,124
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,346.5,61,377
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,379.5,45,402
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,545.5,119,605
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,614.0,108,668
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,572.5,125,635
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,299.5,21,310
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,282.5,23,294
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,296.0,24,308
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,819.0,128,883
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,830.5,107,884
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,796.0,114,853
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,60.5,3,62
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,59.0,2,60
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,58.0,8,62
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,165.5,37,184
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,389.5,25,402
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,363.5,51,389
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,337.0,78,376
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,339.0,64,371
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,163.0,30,178
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,174.0,20,184
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1183.0,176,1271
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1237.5,173,1324
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1185.0,214,1292
