A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,156.0,36,174
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,567.5,179,657
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,544.0,136,612
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,505.0,96,553
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,52.5,17,61
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,624.0,148,698
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,142.5,63,174
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,826.0,270,961
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,931.0,354,1108
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,194.5,29,209
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,177.5,47,201
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,149.0,46,172
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,149.0,38,168
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,109.0,6,112
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,422.0,46,445
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,278.0,94,325
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,312.0,94,359
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,289.0,162,370
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,799.0,146,872
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,403.0,86,446
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,98.0,16,106
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,490.0,70,525
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,499.5,85,542
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,299.0,88,343
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,900.5,267,1034
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,428.0,66,461
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,322.0,152,398
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,286.0,118,345
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,48.0,10,53
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,49.0,14,56
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,101.0,14,108
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,715.5,197,814
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,700.5,123,762
