A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,164.0,12,170
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,692.5,77,731
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,717.5,69,752
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,683.0,66,716
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1144.5,123,1206
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1177.0,172,1263
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,172.5,9,177
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,156.5,53,183
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1231.0,182,1322
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,271.5,47,295
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,475.5,49,500
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,457.5,41,478
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,474.0,42,495
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,273.0,46,296
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,469.0,80,509
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,453.0,78,492
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,418.5,97,467
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,624.0,86,667
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,155.5,27,169
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,166.5,17,175
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,621.5,99,671
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,592.5,73,629
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,153.5,37,172
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,155.0,18,164
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,170.5,9,175
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,259.0,46,282
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,150.5,47,174
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,51.5,17,60
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,863.0,150,938
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,910.0,128,974
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,51.0,12,57
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,885.0,94,932
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,57.0,6,60
