A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,878.0,44,900
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,897.5,51,923
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,834.5,105,887
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,614.5,53,641
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1103.0,114,1160
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1175.5,59,1205
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1118.0,94,1165
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,170.5,17,179
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,179.5,3,181
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,347.0,72,383
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,414.0,26,427
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,352.0,68,386
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,377.5,35,395
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,348.5,41,369
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,201.0,44,223
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,217.0,28,231
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,222.5,17,231
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,577.0,62,608
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,265.0,30,280
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,548.5,57,577
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,57.5,3,59
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,54.0,6,57
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,58.0,4,60
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,276.5,35,294
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,406.5,19,416
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,392.0,34,409
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,344.5,85,387
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,333.0,72,369
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,174.5,11,180
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,357.0,18,366
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,958.5,85,1001
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1039.0,78,1078
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,978.0,116,1036
