A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,114.5,19,124
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,112.0,16,120
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,115.0,18,124
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,1069.0,152,1145
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,1038.5,187,1132
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,935.0,210,1040
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,57.5,5,60
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,59.0,6,62
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,60.5,3,62
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1695.5,299,1845
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1548.5,345,1721
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1664.0,338,1833
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,130.0,20,140
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,123.5,21,134
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,6.0,4,8
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1195.5,161,1276
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,396.5,97,445
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,384.5,91,430
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,507.5,103,559
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,451.5,113,508
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,516.5,93,563
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,403.5,99,453
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,516.5,63,548
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,503.0,82,544
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,490.5,75,528
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,270.0,28,284
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,269.0,30,284
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,263.0,14,270
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,534.0,102,585
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,534.0,90,579
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,7.0,4,9
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,130.5,15,138
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,7.5,3,9
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,110.0,8,114
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,535.5,97,584
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,111.0,6,114
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,62.0,6,65
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1139.5,173,1226
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1150.5,197,1249
