A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,119.5,19,129
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,103.0,18,112
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,843.0,280,983
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,777.0,196,875
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,57.0,10,62
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,53.5,5,56
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,195.0,44,217
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,85.0,12,91
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,793.5,265,926
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,48.5,27,62
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,101.0,42,122
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1094.5,271,1230
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1151.5,471,1387
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,45.0,14,52
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,109.5,51,135
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,97.5,25,110
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,56.0,10,61
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,249.0,96,297
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,352.0,44,374
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,248.5,47,272
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,344.5,77,383
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,444.0,70,479
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,484.0,102,535
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1249.5,201,1350
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,142.0,78,181
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,547.0,132,613
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,259.5,21,270
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,281.0,34,298
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,397.0,102,448
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,445.0,100,495
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,40.5,23,52
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1079.5,451,1305
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,353.0,138,422
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,268.5,63,300
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,470.0,146,543
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,415.5,177,504
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,36.5,3,38
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,35.5,1,36
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1181.5,257,1310
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1148.5,169,1233
