A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,119.5,9,124
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,116.0,8,120
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,121.5,5,124
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,962.0,146,1035
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,988.5,121,1049
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,956.5,119,1016
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,59.0,2,60
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,60.0,4,62
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,59.0,6,62
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1364.0,170,1449
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1483.5,155,1561
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1539.0,200,1639
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,55.0,10,60
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,58.0,8,62
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,453.5,65,486
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,338.0,50,363
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,445.0,64,477
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,526.0,42,547
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,526.0,22,537
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,503.0,34,520
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,294.5,21,305
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,278.5,9,283
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,298.0,10,303
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,514.0,60,544
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,528.5,41,549
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,508.0,40,528
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,118.0,10,123
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,17.5,3,19
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,440.5,59,470
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,336.5,45,359
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,338.0,32,354
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,9.5,1,10
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,9.0,2,10
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,58.5,7,62
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,60.5,1,61
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,59.5,3,61
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1017.5,59,1047
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,927.5,81,968
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1082.5,87,1126
