A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,85.5,7,89
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,64.0,2,65
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,92.0,2,93
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,750.0,124,812
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,771.0,96,819
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,732.0,96,780
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1091.0,144,1163
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1236.0,128,1300
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,169.0,18,178
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,162.0,22,173
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,278.0,40,298
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1234.0,166,1317
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,364.5,37,383
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,348.5,53,375
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,504.0,58,533
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,435.5,65,468
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,495.5,71,531
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,360.0,36,378
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,558.0,52,584
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,566.0,50,591
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,468.5,35,486
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,230.0,12,236
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,231.5,11,237
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,236.5,9,241
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,632.0,52,658
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,595.0,42,616
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,262.5,55,290
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,166.5,27,180
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,50.5,23,62
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,46.5,17,55
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,49.0,20,59
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,262.5,57,291
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,628.5,65,661
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1062.0,80,1102
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,949.5,93,996
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1044.5,95,1092
