A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,223.5,49,248
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,209.0,60,239
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,227.0,38,246
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,848.0,254,975
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,860.5,263,992
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,755.5,377,944
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,50.5,19,60
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,54.5,15,62
ABQ,PDX,35.0403,-106.6092,45.5883,-122.5975,58.0,8,62
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1108.0,312,1264
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,994.5,509,1249
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1041.5,383,1233
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,169.5,47,193
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,459.5,195,557
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1213.0,412,1419
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,365.5,83,407
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,340.5,123,402
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,378.5,187,472
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,416.5,113,473
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,362.5,87,406
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,682.5,193,779
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,719.5,141,790
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,624.0,180,714
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,383.0,70,418
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,361.0,70,396
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,402.5,55,430
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,620.0,76,658
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,580.5,107,634
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,475.5,153,552
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,171.5,35,189
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,98.5,43,120
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,95.5,41,116
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,102.5,43,124
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,140.5,75,178
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,442.0,194,539
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,414.5,139,484
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,171.0,88,215
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,603.5,69,638
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,176.0,84,218
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,182.5,65,215
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1158.0,418,1367
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1207.5,437,1426
