A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,626.5,191,722
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,539.5,153,616
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,505.0,112,561
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,156.0,32,172
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,624.0,158,703
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,194.0,70,229
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,824.5,285,967
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,921.0,264,1053
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,152.5,37,171
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,148.5,45,171
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,142.5,53,169
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,117.0,60,147
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,99.0,20,109
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,280.0,70,315
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,280.0,140,350
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,363.5,61,394
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,387.5,99,437
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,793.5,173,880
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,378.0,92,424
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,99.0,12,105
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,448.0,74,485
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,522.5,69,557
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,379.5,71,415
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,145.0,48,169
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,885.5,289,1030
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,311.0,60,341
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,384.0,142,455
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,339.5,113,396
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,50.0,12,56
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,51.0,14,58
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,110.5,11,116
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,820.0,134,887
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,730.5,127,794
