A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,55.5,5,58
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,54.0,8,58
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,56.5,5,59
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,777.5,83,819
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,748.5,99,798
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,742.0,96,790
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1084.5,161,1165
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1054.5,229,1169
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,206.5,29,221
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,205.0,22,216
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,254.5,59,284
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1124.0,156,1202
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,365.5,27,379
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,348.5,31,364
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,434.0,78,473
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,417.0,56,445
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,451.0,40,471
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,375.0,28,389
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,526.5,81,567
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,546.0,50,571
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,475.5,79,515
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,227.5,21,238
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,221.5,15,229
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,233.5,5,236
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,643.5,77,682
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,604.5,77,643
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,244.0,44,266
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,224.0,12,230
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,262.0,36,280
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,636.5,57,665
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1045.0,196,1143
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1048.0,156,1126
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1077.5,179,1167
